best_value,firstgen_with_best_value,population_gen_type,problem_type,convergence_array,problem_number
3584,8,1,knapsack,"[3031, 3272, 3329, 3467, 3523, 3578, 3580, 3580, 3584, 3580, 3580, 3580, 3580, 3580, 3580, 3580, 3580, 3580, 3580, 3580, 3580, 3580, 3580, 3580, 3580, 3580, 3580, 3580, 3580, 3580, 3580, 3580, 3580, 3580, 3580, 3580, 3580, 3580, 3580, 3580, 3580, 3580, 3580, 3580, 3580, 3580, 3580, 3580, 3580, 3580, 3580, 3580, 3580, 3580, 3580, 3580, 3580, 3580, 3580, 3580, 3580, 3580, 3580, 3580, 3580, 3580, 3580, 3580, 3580, 3580, 3580, 3580, 3580, 3580, 3580, 3580, 3580, 3580, 3580, 3580, 3580, 3580, 3580, 3580, 3580, 3580, 3580, 3580, 3580, 3580, 3580, 3580, 3580, 3580, 3580, 3580, 3580, 3580, 3580, 3580]",32
3533,7,1,knapsack,"[2994, 3200, 3408, 3436, 3470, 3532, 3532, 3533, 3533, 3533, 3533, 3533, 3533, 3533, 3533, 3533, 3533, 3533, 3533, 3533, 3533, 3533, 3533, 3533, 3533, 3533, 3533, 3533, 3533, 3533, 3533, 3533, 3533, 3533, 3533, 3533, 3533, 3533, 3533, 3533, 3533, 3533, 3533, 3533, 3533, 3533, 3533, 3533, 3533, 3533, 3533, 3533, 3533, 3533, 3533, 3533, 3533, 3533, 3533, 3533, 3533, 3533, 3533, 3533, 3533, 3533, 3533, 3533, 3533, 3533, 3533, 3533, 3533, 3532, 3533, 3533, 3533, 3533, 3533, 3532, 3533, 3533, 3533, 3533, 3533, 3533, 3533, 3533, 3533, 3533, 3533, 3533, 3533, 3533, 3533, 3533, 3533, 3533, 3533, 3533]",33
3483,6,1,knapsack,"[2972, 3166, 3303, 3376, 3463, 3473, 3483, 3483, 3483, 3483, 3481, 3481, 3483, 3483, 3483, 3483, 3481, 3481, 3481, 3481, 3481, 3481, 3481, 3481, 3481, 3481, 3481, 3481, 3481, 3481, 3481, 3481, 3481, 3481, 3481, 3481, 3481, 3481, 3481, 3481, 3481, 3481, 3481, 3481, 3481, 3481, 3481, 3481, 3481, 3481, 3481, 3481, 3481, 3481, 3481, 3481, 3481, 3481, 3481, 3481, 3481, 3481, 3481, 3481, 3481, 3481, 3481, 3481, 3481, 3481, 3481, 3481, 3481, 3481, 3481, 3481, 3481, 3481, 3481, 3481, 3481, 3481, 3481, 3481, 3481, 3481, 3481, 3481, 3481, 3481, 3481, 3481, 3481, 3481, 3481, 3481, 3481, 3481, 3481, 3481]",34
3853,6,1,knapsack,"[3274, 3379, 3511, 3702, 3733, 3810, 3853, 3849, 3848, 3848, 3848, 3848, 3848, 3848, 3848, 3848, 3848, 3848, 3848, 3848, 3848, 3848, 3848, 3848, 3848, 3848, 3848, 3848, 3848, 3848, 3848, 3848, 3848, 3848, 3848, 3848, 3848, 3848, 3848, 3848, 3848, 3848, 3848, 3848, 3848, 3848, 3848, 3848, 3848, 3848, 3848, 3848, 3848, 3848, 3848, 3848, 3848, 3848, 3848, 3848, 3848, 3848, 3848, 3848, 3848, 3848, 3848, 3848, 3848, 3848, 3848, 3848, 3848, 3848, 3848, 3848, 3848, 3848, 3848, 3848, 3848, 3848, 3848, 3848, 3848, 3848, 3848, 3848, 3848, 3848, 3848, 3848, 3848, 3848, 3848, 3848, 3848, 3848, 3848, 3848]",35
3334,9,1,knapsack,"[2827, 2978, 3193, 3280, 3321, 3316, 3330, 3325, 3325, 3334, 3334, 3334, 3328, 3334, 3334, 3334, 3334, 3334, 3334, 3334, 3334, 3334, 3334, 3334, 3334, 3334, 3334, 3328, 3334, 3334, 3328, 3328, 3334, 3334, 3334, 3324, 3324, 3334, 3334, 3334, 3334, 3334, 3334, 3324, 3334, 3334, 3334, 3334, 3334, 3334, 3334, 3334, 3334, 3334, 3334, 3334, 3334, 3328, 3334, 3334, 3334, 3328, 3334, 3334, 3334, 3334, 3334, 3334, 3334, 3334, 3334, 3334, 3334, 3334, 3334, 3334, 3334, 3334, 3334, 3334, 3334, 3328, 3334, 3334, 3334, 3328, 3328, 3320, 3320, 3320, 3320, 3320, 3320, 3320, 3314, 3320, 3320, 3320, 3320, 3320]",36
4193,6,1,knapsack,"[3540, 3872, 3972, 4030, 4111, 4174, 4193, 4193, 4193, 4193, 4193, 4193, 4193, 4193, 4193, 4193, 4193, 4193, 4193, 4193, 4193, 4193, 4193, 4193, 4193, 4193, 4193, 4193, 4193, 4193, 4193, 4193, 4193, 4193, 4193, 4193, 4193, 4193, 4193, 4193, 4193, 4193, 4193, 4193, 4193, 4193, 4193, 4193, 4193, 4193, 4193, 4193, 4193, 4193, 4193, 4193, 4193, 4193, 4193, 4193, 4193, 4193, 4193, 4193, 4193, 4193, 4193, 4193, 4193, 4193, 4193, 4193, 4193, 4193, 4193, 4193, 4193, 4193, 4193, 4193, 4193, 4193, 4193, 4193, 4193, 4193, 4193, 4193, 4193, 4193, 4193, 4193, 4193, 4193, 4193, 4193, 4193, 4193, 4193, 4193]",37
3829,6,1,knapsack,"[3199, 3377, 3544, 3652, 3748, 3822, 3829, 3822, 3829, 3829, 3815, 3815, 3811, 3811, 3811, 3811, 3811, 3811, 3811, 3811, 3811, 3811, 3811, 3811, 3811, 3811, 3811, 3804, 3811, 3811, 3811, 3811, 3811, 3811, 3811, 3809, 3811, 3811, 3811, 3809, 3811, 3811, 3809, 3809, 3809, 3809, 3809, 3802, 3802, 3809, 3809, 3802, 3809, 3809, 3802, 3809, 3809, 3809, 3802, 3809, 3795, 3802, 3809, 3795, 3795, 3809, 3794, 3788, 3788, 3788, 3788, 3788, 3788, 3788, 3788, 3788, 3788, 3788, 3788, 3788, 3788, 3788, 3788, 3788, 3788, 3788, 3788, 3788, 3788, 3788, 3788, 3788, 3788, 3788, 3788, 3788, 3788, 3788, 3788, 3788]",38
3605,6,1,knapsack,"[3020, 3216, 3316, 3501, 3559, 3599, 3605, 3605, 3605, 3605, 3605, 3605, 3605, 3605, 3605, 3605, 3605, 3605, 3605, 3605, 3605, 3605, 3605, 3605, 3605, 3605, 3605, 3605, 3605, 3605, 3605, 3605, 3605, 3605, 3605, 3605, 3605, 3605, 3605, 3605, 3605, 3605, 3605, 3605, 3605, 3605, 3605, 3605, 3605, 3605, 3605, 3605, 3605, 3605, 3605, 3605, 3605, 3605, 3605, 3605, 3605, 3605, 3605, 3605, 3605, 3605, 3605, 3605, 3605, 3605, 3605, 3605, 3605, 3605, 3605, 3605, 3605, 3605, 3605, 3605, 3605, 3605, 3605, 3605, 3605, 3605, 3605, 3605, 3605, 3605, 3605, 3605, 3605, 3605, 3605, 3605, 3605, 3605, 3605, 3605]",39
3773,5,1,knapsack,"[3338, 3534, 3558, 3663, 3735, 3773, 3761, 3773, 3773, 3773, 3773, 3773, 3773, 3773, 3773, 3773, 3773, 3773, 3773, 3773, 3773, 3773, 3773, 3773, 3773, 3773, 3773, 3773, 3773, 3773, 3773, 3773, 3773, 3773, 3773, 3773, 3773, 3773, 3773, 3773, 3773, 3773, 3773, 3773, 3773, 3773, 3773, 3773, 3773, 3773, 3773, 3773, 3773, 3773, 3773, 3773, 3773, 3773, 3773, 3773, 3773, 3773, 3773, 3773, 3773, 3773, 3773, 3773, 3773, 3773, 3773, 3773, 3773, 3773, 3773, 3773, 3773, 3773, 3773, 3773, 3773, 3773, 3773, 3773, 3773, 3773, 3773, 3773, 3773, 3773, 3773, 3773, 3773, 3773, 3773, 3773, 3773, 3773, 3773, 3773]",40
3538,7,1,knapsack,"[2939, 3251, 3340, 3370, 3452, 3509, 3534, 3538, 3534, 3534, 3534, 3534, 3534, 3534, 3534, 3534, 3534, 3534, 3534, 3534, 3534, 3534, 3534, 3534, 3534, 3534, 3534, 3534, 3534, 3534, 3534, 3534, 3534, 3534, 3534, 3534, 3534, 3534, 3534, 3534, 3534, 3534, 3534, 3534, 3534, 3534, 3534, 3534, 3534, 3534, 3534, 3534, 3534, 3534, 3534, 3534, 3534, 3534, 3534, 3534, 3534, 3534, 3534, 3534, 3534, 3534, 3534, 3534, 3534, 3534, 3534, 3534, 3534, 3534, 3534, 3534, 3534, 3534, 3534, 3534, 3534, 3534, 3534, 3534, 3534, 3534, 3534, 3534, 3534, 3534, 3534, 3534, 3534, 3534, 3534, 3534, 3534, 3534, 3534, 3534]",41
3494,8,1,knapsack,"[3173, 3373, 3408, 3386, 3430, 3466, 3487, 3487, 3494, 3487, 3487, 3484, 3484, 3484, 3484, 3484, 3484, 3484, 3484, 3484, 3484, 3484, 3484, 3484, 3484, 3484, 3484, 3484, 3484, 3484, 3484, 3484, 3484, 3484, 3484, 3484, 3484, 3484, 3484, 3484, 3484, 3484, 3484, 3484, 3484, 3484, 3484, 3484, 3484, 3484, 3484, 3484, 3484, 3484, 3484, 3484, 3484, 3484, 3484, 3484, 3484, 3484, 3484, 3484, 3484, 3484, 3484, 3484, 3484, 3484, 3484, 3484, 3484, 3484, 3484, 3484, 3484, 3484, 3484, 3484, 3484, 3484, 3484, 3484, 3484, 3484, 3484, 3484, 3484, 3484, 3484, 3484, 3484, 3484, 3484, 3484, 3484, 3484, 3484, 3484]",42
3308,7,1,knapsack,"[2792, 2972, 3070, 3202, 3214, 3298, 3302, 3308, 3308, 3308, 3308, 3308, 3308, 3308, 3308, 3308, 3308, 3308, 3308, 3308, 3308, 3308, 3308, 3308, 3308, 3308, 3308, 3308, 3308, 3308, 3308, 3308, 3308, 3308, 3308, 3308, 3308, 3308, 3308, 3308, 3308, 3308, 3308, 3308, 3308, 3308, 3308, 3308, 3308, 3308, 3308, 3308, 3308, 3308, 3308, 3308, 3308, 3308, 3308, 3308, 3308, 3308, 3308, 3308, 3308, 3308, 3308, 3308, 3308, 3308, 3308, 3308, 3308, 3308, 3308, 3308, 3308, 3308, 3308, 3308, 3308, 3308, 3308, 3308, 3308, 3308, 3308, 3308, 3308, 3308, 3308, 3308, 3308, 3308, 3308, 3308, 3308, 3308, 3308, 3308]",43
3577,7,1,knapsack,"[2993, 3186, 3283, 3397, 3506, 3561, 3569, 3577, 3577, 3577, 3577, 3577, 3577, 3577, 3577, 3577, 3577, 3577, 3577, 3577, 3577, 3577, 3577, 3577, 3577, 3577, 3577, 3577, 3577, 3577, 3577, 3577, 3577, 3577, 3577, 3577, 3577, 3577, 3577, 3577, 3577, 3577, 3577, 3577, 3577, 3577, 3577, 3577, 3577, 3577, 3577, 3577, 3577, 3577, 3577, 3577, 3577, 3577, 3577, 3577, 3577, 3577, 3577, 3577, 3577, 3577, 3577, 3577, 3577, 3577, 3577, 3577, 3577, 3577, 3577, 3577, 3577, 3577, 3577, 3577, 3577, 3577, 3577, 3577, 3577, 3577, 3577, 3577, 3577, 3577, 3577, 3577, 3577, 3577, 3577, 3577, 3577, 3577, 3577, 3577]",44
3581,5,1,knapsack,"[3286, 3269, 3394, 3457, 3558, 3581, 3581, 3581, 3581, 3581, 3581, 3572, 3572, 3572, 3572, 3572, 3572, 3572, 3572, 3572, 3572, 3572, 3572, 3572, 3572, 3572, 3572, 3572, 3572, 3572, 3572, 3572, 3572, 3572, 3572, 3572, 3572, 3572, 3572, 3572, 3572, 3572, 3572, 3572, 3572, 3572, 3572, 3572, 3572, 3572, 3572, 3572, 3572, 3572, 3572, 3572, 3572, 3572, 3572, 3572, 3572, 3572, 3572, 3572, 3572, 3572, 3572, 3572, 3572, 3572, 3560, 3572, 3572, 3572, 3572, 3572, 3560, 3572, 3572, 3572, 3572, 3572, 3572, 3572, 3572, 3572, 3572, 3572, 3572, 3572, 3572, 3572, 3572, 3572, 3572, 3572, 3572, 3572, 3572, 3572]",45
3293,7,1,knapsack,"[2816, 2971, 3002, 3187, 3218, 3263, 3289, 3293, 3293, 3293, 3293, 3293, 3293, 3293, 3293, 3293, 3293, 3293, 3293, 3293, 3293, 3293, 3293, 3293, 3293, 3293, 3293, 3293, 3293, 3293, 3293, 3293, 3293, 3293, 3293, 3293, 3293, 3293, 3293, 3293, 3293, 3293, 3293, 3293, 3293, 3293, 3293, 3293, 3293, 3293, 3293, 3293, 3293, 3293, 3293, 3293, 3293, 3293, 3293, 3293, 3293, 3293, 3293, 3293, 3293, 3293, 3293, 3293, 3293, 3293, 3293, 3293, 3293, 3293, 3293, 3293, 3293, 3293, 3293, 3293, 3293, 3293, 3293, 3293, 3293, 3293, 3293, 3293, 3293, 3293, 3293, 3293, 3293, 3293, 3293, 3293, 3293, 3293, 3293, 3293]",46
3673,5,1,knapsack,"[2986, 3380, 3335, 3475, 3548, 3673, 3668, 3673, 3673, 3673, 3673, 3673, 3673, 3673, 3673, 3673, 3673, 3673, 3673, 3673, 3673, 3673, 3673, 3673, 3673, 3673, 3673, 3673, 3673, 3673, 3673, 3673, 3673, 3673, 3673, 3673, 3673, 3673, 3673, 3673, 3673, 3673, 3673, 3673, 3673, 3673, 3673, 3673, 3673, 3673, 3673, 3673, 3673, 3673, 3673, 3673, 3673, 3673, 3673, 3673, 3673, 3673, 3673, 3673, 3673, 3673, 3673, 3673, 3673, 3673, 3673, 3673, 3673, 3673, 3673, 3673, 3673, 3673, 3673, 3673, 3673, 3673, 3673, 3673, 3673, 3673, 3673, 3673, 3673, 3673, 3673, 3673, 3673, 3673, 3673, 3673, 3673, 3673, 3673, 3673]",47
3407,5,1,knapsack,"[2980, 3181, 3237, 3296, 3372, 3407, 3407, 3407, 3407, 3407, 3407, 3407, 3407, 3407, 3407, 3407, 3407, 3407, 3407, 3407, 3407, 3407, 3407, 3407, 3407, 3407, 3407, 3407, 3407, 3407, 3407, 3407, 3407, 3407, 3407, 3407, 3407, 3407, 3407, 3407, 3407, 3407, 3407, 3407, 3407, 3407, 3407, 3407, 3407, 3407, 3407, 3407, 3407, 3407, 3407, 3407, 3407, 3407, 3407, 3407, 3407, 3407, 3407, 3407, 3407, 3407, 3407, 3407, 3407, 3407, 3407, 3407, 3407, 3407, 3407, 3407, 3407, 3407, 3407, 3407, 3407, 3407, 3407, 3407, 3407, 3407, 3407, 3407, 3407, 3407, 3407, 3407, 3407, 3407, 3407, 3407, 3407, 3407, 3407, 3407]",48
3723,6,1,knapsack,"[3132, 3471, 3636, 3648, 3696, 3715, 3723, 3723, 3723, 3723, 3717, 3716, 3716, 3716, 3716, 3716, 3711, 3711, 3716, 3703, 3703, 3703, 3703, 3703, 3703, 3703, 3703, 3703, 3703, 3703, 3703, 3703, 3703, 3703, 3703, 3703, 3703, 3703, 3703, 3703, 3703, 3703, 3703, 3703, 3703, 3703, 3703, 3703, 3703, 3703, 3703, 3703, 3703, 3703, 3703, 3703, 3703, 3703, 3703, 3703, 3703, 3703, 3703, 3703, 3703, 3703, 3703, 3703, 3703, 3703, 3703, 3703, 3703, 3703, 3703, 3703, 3703, 3703, 3703, 3703, 3703, 3703, 3703, 3703, 3703, 3703, 3703, 3703, 3703, 3703, 3703, 3703, 3703, 3703, 3703, 3703, 3703, 3703, 3703, 3703]",49
3677,6,1,knapsack,"[3213, 3260, 3455, 3529, 3633, 3665, 3677, 3677, 3677, 3677, 3677, 3677, 3677, 3677, 3677, 3677, 3677, 3677, 3677, 3677, 3677, 3677, 3677, 3677, 3677, 3677, 3677, 3677, 3677, 3677, 3677, 3677, 3677, 3677, 3677, 3677, 3677, 3677, 3677, 3677, 3677, 3677, 3677, 3677, 3677, 3677, 3677, 3677, 3677, 3677, 3677, 3677, 3677, 3677, 3677, 3677, 3677, 3677, 3677, 3677, 3677, 3677, 3677, 3677, 3677, 3677, 3677, 3677, 3677, 3677, 3677, 3677, 3677, 3677, 3677, 3677, 3677, 3677, 3677, 3677, 3677, 3677, 3677, 3677, 3677, 3677, 3677, 3677, 3677, 3677, 3677, 3677, 3677, 3677, 3677, 3677, 3677, 3677, 3677, 3677]",50
3745,8,1,knapsack,"[3062, 3286, 3451, 3609, 3655, 3707, 3731, 3737, 3745, 3745, 3745, 3745, 3745, 3745, 3745, 3745, 3745, 3745, 3745, 3745, 3745, 3745, 3745, 3745, 3745, 3745, 3745, 3745, 3745, 3745, 3745, 3745, 3745, 3745, 3745, 3745, 3745, 3745, 3745, 3745, 3745, 3745, 3745, 3745, 3745, 3745, 3745, 3745, 3745, 3745, 3745, 3745, 3745, 3745, 3745, 3745, 3745, 3745, 3745, 3745, 3745, 3745, 3745, 3745, 3745, 3745, 3745, 3745, 3745, 3745, 3745, 3745, 3745, 3745, 3745, 3745, 3745, 3745, 3745, 3745, 3745, 3745, 3745, 3745, 3745, 3745, 3745, 3745, 3745, 3745, 3745, 3745, 3745, 3745, 3745, 3745, 3745, 3745, 3745, 3745]",51
3657,6,1,knapsack,"[3234, 3444, 3405, 3507, 3613, 3634, 3657, 3657, 3657, 3657, 3657, 3657, 3657, 3657, 3657, 3657, 3657, 3657, 3657, 3657, 3657, 3657, 3657, 3657, 3657, 3657, 3657, 3657, 3657, 3657, 3657, 3657, 3657, 3657, 3657, 3657, 3657, 3657, 3657, 3657, 3657, 3657, 3657, 3657, 3657, 3657, 3657, 3657, 3657, 3657, 3657, 3657, 3657, 3657, 3657, 3657, 3657, 3657, 3657, 3657, 3657, 3657, 3657, 3657, 3657, 3657, 3657, 3657, 3657, 3657, 3657, 3657, 3657, 3657, 3657, 3657, 3657, 3657, 3657, 3657, 3657, 3657, 3657, 3657, 3657, 3657, 3657, 3657, 3657, 3657, 3657, 3657, 3657, 3657, 3657, 3657, 3657, 3657, 3657, 3657]",52
3377,6,1,knapsack,"[2973, 3081, 3228, 3277, 3375, 3370, 3377, 3375, 3375, 3375, 3375, 3375, 3375, 3375, 3375, 3375, 3375, 3375, 3375, 3375, 3375, 3375, 3375, 3375, 3375, 3375, 3375, 3375, 3375, 3375, 3375, 3375, 3370, 3375, 3375, 3375, 3375, 3375, 3375, 3375, 3375, 3375, 3375, 3375, 3375, 3370, 3370, 3370, 3370, 3370, 3370, 3370, 3370, 3370, 3370, 3370, 3370, 3370, 3370, 3370, 3370, 3370, 3370, 3370, 3370, 3370, 3370, 3370, 3370, 3370, 3370, 3370, 3370, 3370, 3370, 3370, 3370, 3370, 3370, 3370, 3370, 3370, 3370, 3370, 3370, 3370, 3370, 3370, 3370, 3370, 3370, 3370, 3370, 3370, 3370, 3370, 3370, 3370, 3370, 3370]",53
3785,7,1,knapsack,"[3116, 3273, 3428, 3631, 3648, 3737, 3781, 3785, 3785, 3785, 3785, 3785, 3785, 3785, 3785, 3785, 3785, 3785, 3785, 3785, 3785, 3785, 3785, 3785, 3785, 3785, 3785, 3785, 3785, 3785, 3785, 3785, 3785, 3785, 3785, 3785, 3785, 3785, 3785, 3785, 3785, 3785, 3785, 3785, 3785, 3785, 3785, 3785, 3785, 3785, 3785, 3785, 3785, 3785, 3785, 3785, 3785, 3785, 3785, 3785, 3785, 3785, 3785, 3785, 3785, 3785, 3785, 3785, 3785, 3785, 3785, 3785, 3785, 3785, 3785, 3785, 3785, 3785, 3785, 3785, 3785, 3785, 3785, 3785, 3785, 3785, 3785, 3785, 3785, 3785, 3785, 3785, 3785, 3785, 3785, 3785, 3785, 3785, 3785, 3785]",54
3405,6,1,knapsack,"[2941, 3065, 3213, 3311, 3399, 3400, 3405, 3405, 3405, 3405, 3405, 3405, 3405, 3405, 3391, 3391, 3391, 3391, 3391, 3391, 3391, 3391, 3391, 3391, 3391, 3391, 3391, 3391, 3391, 3391, 3391, 3391, 3391, 3391, 3391, 3391, 3391, 3391, 3391, 3391, 3391, 3391, 3391, 3391, 3391, 3391, 3391, 3391, 3391, 3391, 3391, 3391, 3391, 3391, 3391, 3391, 3391, 3391, 3391, 3391, 3391, 3391, 3391, 3391, 3391, 3391, 3391, 3391, 3391, 3391, 3391, 3391, 3391, 3391, 3391, 3391, 3391, 3391, 3391, 3391, 3391, 3391, 3391, 3391, 3391, 3391, 3391, 3391, 3391, 3391, 3391, 3391, 3391, 3391, 3391, 3391, 3391, 3391, 3391, 3391]",55
3553,6,1,knapsack,"[3101, 3113, 3330, 3434, 3495, 3547, 3553, 3553, 3553, 3552, 3552, 3552, 3552, 3552, 3552, 3552, 3552, 3552, 3552, 3552, 3552, 3552, 3552, 3552, 3552, 3552, 3552, 3552, 3552, 3552, 3552, 3552, 3552, 3552, 3552, 3552, 3552, 3552, 3552, 3552, 3552, 3552, 3552, 3552, 3552, 3552, 3552, 3552, 3552, 3552, 3552, 3552, 3552, 3552, 3552, 3552, 3552, 3552, 3552, 3552, 3552, 3552, 3552, 3552, 3552, 3552, 3552, 3552, 3552, 3552, 3552, 3552, 3552, 3552, 3552, 3552, 3552, 3552, 3552, 3552, 3552, 3552, 3552, 3552, 3552, 3552, 3552, 3552, 3552, 3552, 3552, 3552, 3552, 3552, 3552, 3552, 3552, 3552, 3552, 3552]",56
3497,8,1,knapsack,"[3105, 3192, 3267, 3365, 3432, 3461, 3487, 3482, 3497, 3497, 3497, 3497, 3497, 3497, 3497, 3497, 3497, 3497, 3497, 3497, 3497, 3497, 3497, 3497, 3497, 3497, 3497, 3497, 3497, 3497, 3497, 3497, 3497, 3497, 3497, 3497, 3497, 3497, 3497, 3497, 3497, 3497, 3497, 3497, 3497, 3497, 3497, 3497, 3497, 3497, 3497, 3497, 3497, 3497, 3497, 3497, 3497, 3497, 3497, 3497, 3497, 3497, 3497, 3497, 3497, 3497, 3497, 3497, 3497, 3497, 3497, 3497, 3497, 3497, 3497, 3497, 3497, 3497, 3497, 3497, 3497, 3497, 3497, 3497, 3497, 3497, 3497, 3497, 3497, 3497, 3497, 3497, 3497, 3497, 3497, 3497, 3497, 3497, 3497, 3497]",57
3414,7,1,knapsack,"[3073, 3144, 3264, 3334, 3369, 3408, 3408, 3414, 3408, 3406, 3406, 3406, 3406, 3406, 3406, 3406, 3406, 3406, 3406, 3406, 3406, 3406, 3406, 3406, 3406, 3406, 3406, 3406, 3406, 3406, 3406, 3406, 3406, 3406, 3406, 3406, 3406, 3406, 3406, 3406, 3406, 3406, 3406, 3406, 3406, 3406, 3406, 3406, 3406, 3406, 3406, 3406, 3406, 3406, 3406, 3406, 3406, 3406, 3406, 3406, 3406, 3406, 3406, 3406, 3406, 3406, 3406, 3406, 3406, 3406, 3406, 3406, 3406, 3406, 3406, 3406, 3406, 3406, 3406, 3406, 3406, 3406, 3406, 3406, 3406, 3406, 3406, 3406, 3406, 3406, 3406, 3406, 3406, 3406, 3406, 3406, 3406, 3406, 3406, 3406]",58
3422,6,1,knapsack,"[2995, 3159, 3231, 3338, 3391, 3421, 3422, 3420, 3422, 3422, 3422, 3422, 3422, 3422, 3422, 3422, 3422, 3422, 3422, 3422, 3422, 3422, 3422, 3422, 3422, 3422, 3422, 3422, 3422, 3422, 3422, 3422, 3422, 3422, 3422, 3422, 3422, 3422, 3422, 3422, 3422, 3422, 3422, 3422, 3422, 3422, 3422, 3422, 3422, 3422, 3422, 3422, 3422, 3422, 3422, 3422, 3422, 3422, 3422, 3422, 3422, 3422, 3422, 3422, 3422, 3422, 3422, 3422, 3422, 3422, 3422, 3422, 3422, 3422, 3422, 3422, 3422, 3422, 3422, 3422, 3422, 3422, 3422, 3422, 3422, 3422, 3422, 3422, 3422, 3422, 3422, 3422, 3422, 3422, 3422, 3422, 3422, 3422, 3422, 3422]",59
3567,8,1,knapsack,"[3246, 3304, 3406, 3476, 3520, 3562, 3566, 3566, 3567, 3566, 3566, 3566, 3566, 3566, 3566, 3566, 3566, 3566, 3566, 3566, 3566, 3566, 3566, 3566, 3566, 3566, 3566, 3566, 3566, 3566, 3566, 3566, 3566, 3566, 3566, 3566, 3566, 3566, 3566, 3566, 3566, 3566, 3566, 3566, 3566, 3566, 3566, 3566, 3566, 3566, 3566, 3566, 3566, 3566, 3566, 3566, 3566, 3566, 3566, 3566, 3566, 3566, 3566, 3566, 3566, 3566, 3566, 3566, 3566, 3566, 3566, 3566, 3566, 3566, 3566, 3566, 3566, 3566, 3566, 3566, 3566, 3566, 3566, 3566, 3566, 3566, 3566, 3566, 3566, 3566, 3566, 3566, 3566, 3566, 3566, 3566, 3566, 3566, 3566, 3566]",60
3415,6,1,knapsack,"[2884, 3052, 3207, 3261, 3357, 3399, 3415, 3415, 3415, 3415, 3415, 3415, 3415, 3415, 3415, 3415, 3415, 3415, 3415, 3415, 3415, 3415, 3415, 3415, 3415, 3415, 3415, 3415, 3415, 3415, 3415, 3415, 3415, 3415, 3415, 3415, 3415, 3415, 3415, 3415, 3415, 3415, 3415, 3415, 3415, 3415, 3415, 3415, 3415, 3415, 3415, 3415, 3415, 3415, 3415, 3415, 3415, 3415, 3415, 3415, 3415, 3415, 3415, 3415, 3415, 3415, 3415, 3415, 3415, 3415, 3415, 3415, 3415, 3415, 3415, 3415, 3415, 3415, 3415, 3415, 3415, 3415, 3415, 3415, 3415, 3415, 3415, 3415, 3415, 3415, 3415, 3415, 3415, 3415, 3415, 3415, 3415, 3415, 3415, 3415]",61
3596,5,1,knapsack,"[3053, 3251, 3405, 3506, 3557, 3596, 3596, 3596, 3596, 3596, 3596, 3596, 3596, 3596, 3596, 3596, 3596, 3596, 3596, 3596, 3596, 3596, 3596, 3596, 3596, 3596, 3596, 3596, 3596, 3596, 3596, 3596, 3596, 3596, 3596, 3596, 3596, 3596, 3596, 3596, 3596, 3596, 3596, 3596, 3596, 3596, 3596, 3596, 3596, 3596, 3596, 3596, 3596, 3596, 3596, 3596, 3596, 3596, 3596, 3596, 3596, 3590, 3596, 3596, 3596, 3596, 3596, 3596, 3596, 3596, 3596, 3596, 3596, 3596, 3596, 3596, 3596, 3596, 3596, 3596, 3596, 3596, 3596, 3596, 3596, 3596, 3596, 3596, 3596, 3596, 3596, 3596, 3596, 3596, 3596, 3596, 3596, 3596, 3596, 3596]",62
3272,8,1,knapsack,"[2791, 2868, 3071, 3169, 3226, 3252, 3262, 3262, 3272, 3272, 3262, 3272, 3272, 3272, 3272, 3272, 3272, 3272, 3272, 3272, 3272, 3272, 3272, 3272, 3262, 3272, 3262, 3272, 3272, 3272, 3272, 3272, 3272, 3272, 3272, 3272, 3272, 3272, 3272, 3272, 3272, 3272, 3272, 3272, 3272, 3272, 3272, 3272, 3272, 3272, 3272, 3272, 3272, 3272, 3272, 3272, 3272, 3272, 3272, 3272, 3272, 3272, 3272, 3272, 3272, 3272, 3272, 3272, 3272, 3272, 3272, 3272, 3272, 3272, 3272, 3272, 3272, 3272, 3272, 3272, 3272, 3272, 3272, 3272, 3272, 3272, 3272, 3272, 3272, 3262, 3272, 3272, 3272, 3272, 3272, 3272, 3272, 3272, 3272, 3272]",63
3522,7,1,knapsack,"[3003, 3089, 3302, 3378, 3447, 3489, 3516, 3522, 3522, 3522, 3522, 3522, 3522, 3522, 3522, 3522, 3507, 3522, 3522, 3522, 3522, 3522, 3522, 3522, 3522, 3522, 3522, 3522, 3522, 3522, 3522, 3522, 3522, 3507, 3522, 3522, 3522, 3522, 3522, 3522, 3522, 3522, 3522, 3522, 3522, 3522, 3522, 3522, 3522, 3522, 3522, 3522, 3522, 3522, 3522, 3522, 3522, 3522, 3522, 3522, 3522, 3522, 3522, 3522, 3522, 3522, 3507, 3522, 3522, 3522, 3522, 3522, 3522, 3522, 3522, 3522, 3522, 3522, 3507, 3522, 3507, 3522, 3522, 3522, 3522, 3522, 3522, 3522, 3522, 3522, 3522, 3522, 3522, 3522, 3522, 3522, 3522, 3522, 3522, 3522]",64
