best_value,firstgen_with_best_value,population_gen_type,problem_type,convergence_array,problem_number
55049.0,33,2,knapsack,"[36150.0, 36843.0, 38658.0, 39315.0, 40716.0, 41039.0, 42682.0, 44072.0, 44433.0, 45119.0, 46069.0, 47027.0, 47642.0, 48507.0, 49314.0, 50285.0, 50812.0, 51290.0, 52157.0, 52783.0, 52801.0, 53477.0, 53675.0, 53946.0, 54264.0, 54553.0, 54607.0, 54737.0, 54863.0, 54905.0, 54950.0, 55016.0, 55044.0, 55049.0, 55049.0, 55049.0, 55049.0, 55049.0, 55049.0, 55049.0, 55049.0, 55049.0, 55049.0, 55049.0, 55049.0, 55049.0, 55049.0, 55049.0, 55049.0, 55049.0, 55049.0, 55049.0, 55049.0, 55049.0, 55049.0, 55049.0, 55049.0, 55049.0, 55049.0, 55049.0, 55049.0, 55049.0, 55049.0, 55049.0, 55049.0, 55049.0, 55049.0, 55049.0, 55049.0, 55049.0, 55049.0, 55049.0, 55049.0, 55049.0, 55049.0, 55049.0, 55049.0, 55049.0, 55049.0, 55049.0, 55049.0, 55049.0, 55049.0, 55049.0, 55049.0, 55049.0, 55049.0, 55049.0, 55049.0, 55049.0, 55049.0, 55049.0, 55049.0, 55049.0, 55049.0, 55049.0, 55049.0, 55049.0, 55049.0, 55049.0]",6
62546.0,38,1,knapsack,"[37677.0, 38866.0, 40047.0, 42918.0, 42689.0, 44243.0, 46090.0, 46888.0, 48262.0, 48878.0, 50011.0, 51030.0, 52057.0, 53085.0, 53227.0, 54624.0, 55343.0, 56028.0, 57099.0, 57928.0, 58431.0, 58778.0, 59538.0, 60210.0, 60578.0, 60956.0, 61175.0, 61590.0, 61747.0, 61984.0, 62182.0, 62271.0, 62385.0, 62455.0, 62473.0, 62506.0, 62536.0, 62544.0, 62546.0, 62546.0, 62546.0, 62546.0, 62546.0, 62546.0, 62546.0, 62546.0, 62546.0, 62546.0, 62546.0, 62546.0, 62546.0, 62546.0, 62546.0, 62546.0, 62546.0, 62546.0, 62546.0, 62546.0, 62546.0, 62546.0, 62546.0, 62546.0, 62546.0, 62546.0, 62546.0, 62546.0, 62546.0, 62546.0, 62546.0, 62546.0, 62546.0, 62546.0, 62546.0, 62546.0, 62546.0, 62546.0, 62546.0, 62546.0, 62546.0, 62546.0, 62546.0, 62546.0, 62546.0, 62546.0, 62546.0, 62546.0, 62546.0, 62546.0, 62546.0, 62546.0, 62546.0, 62546.0, 62546.0, 62546.0, 62546.0, 62546.0, 62546.0, 62546.0, 62546.0, 62546.0]",7
63665.0,36,2,knapsack,"[42317.0, 44004.0, 45892.0, 46543.0, 46669.0, 48175.0, 48908.0, 50156.0, 51474.0, 53283.0, 53863.0, 54929.0, 55859.0, 56868.0, 57665.0, 58750.0, 58948.0, 59316.0, 60462.0, 60886.0, 61395.0, 61778.0, 62135.0, 62451.0, 62542.0, 62861.0, 63172.0, 63297.0, 63384.0, 63494.0, 63584.0, 63581.0, 63626.0, 63663.0, 63661.0, 63663.0, 63665.0, 63665.0, 63665.0, 63665.0, 63665.0, 63665.0, 63665.0, 63665.0, 63665.0, 63665.0, 63665.0, 63665.0, 63665.0, 63665.0, 63665.0, 63665.0, 63665.0, 63665.0, 63665.0, 63665.0, 63665.0, 63665.0, 63665.0, 63665.0, 63665.0, 63665.0, 63665.0, 63665.0, 63665.0, 63665.0, 63665.0, 63665.0, 63665.0, 63665.0, 63665.0, 63665.0, 63665.0, 63665.0, 63665.0, 63665.0, 63665.0, 63665.0, 63665.0, 63665.0, 63665.0, 63665.0, 63665.0, 63665.0, 63665.0, 63665.0, 63665.0, 63665.0, 63665.0, 63665.0, 63665.0, 63665.0, 63665.0, 63665.0, 63665.0, 63665.0, 63665.0, 63665.0, 63665.0, 63665.0]",7
70615.0,40,1,knapsack,"[41287.0, 43006.0, 45511.0, 47773.0, 48122.0, 49730.0, 50877.0, 52468.0, 53313.0, 54803.0, 55676.0, 57520.0, 58722.0, 59438.0, 60364.0, 61942.0, 63040.0, 63288.0, 64307.0, 65114.0, 65548.0, 66163.0, 66597.0, 67226.0, 67843.0, 68020.0, 68680.0, 69212.0, 69377.0, 69642.0, 69836.0, 70052.0, 70236.0, 70373.0, 70450.0, 70504.0, 70558.0, 70583.0, 70611.0, 70614.0, 70615.0, 70615.0, 70615.0, 70615.0, 70615.0, 70615.0, 70615.0, 70615.0, 70615.0, 70615.0, 70615.0, 70615.0, 70615.0, 70615.0, 70615.0, 70615.0, 70615.0, 70615.0, 70615.0, 70615.0, 70615.0, 70615.0, 70615.0, 70615.0, 70615.0, 70615.0, 70615.0, 70615.0, 70615.0, 70615.0, 70615.0, 70615.0, 70615.0, 70615.0, 70615.0, 70615.0, 70615.0, 70615.0, 70615.0, 70615.0, 70615.0, 70615.0, 70615.0, 70615.0, 70615.0, 70615.0, 70615.0, 70615.0, 70615.0, 70615.0, 70615.0, 70615.0, 70615.0, 70615.0, 70615.0, 70615.0, 70615.0, 70615.0, 70615.0, 70615.0]",8
62971.0,37,0,knapsack,"[38079.0, 38884.0, 40483.0, 41453.0, 43010.0, 45148.0, 45317.0, 47107.0, 48684.0, 49384.0, 51309.0, 52261.0, 52877.0, 53485.0, 54499.0, 55755.0, 57353.0, 57419.0, 58052.0, 58401.0, 59397.0, 60122.0, 60253.0, 60939.0, 61244.0, 61477.0, 61930.0, 62170.0, 62319.0, 62474.0, 62629.0, 62707.0, 62776.0, 62879.0, 62930.0, 62951.0, 62970.0, 62971.0, 62971.0, 62971.0, 62971.0, 62971.0, 62971.0, 62971.0, 62971.0, 62971.0, 62971.0, 62971.0, 62971.0, 62971.0, 62971.0, 62971.0, 62971.0, 62971.0, 62971.0, 62971.0, 62971.0, 62971.0, 62971.0, 62971.0, 62971.0, 62971.0, 62971.0, 62971.0, 62971.0, 62971.0, 62971.0, 62971.0, 62971.0, 62971.0, 62971.0, 62971.0, 62971.0, 62971.0, 62971.0, 62971.0, 62971.0, 62971.0, 62971.0, 62971.0, 62971.0, 62971.0, 62971.0, 62971.0, 62971.0, 62971.0, 62971.0, 62971.0, 62971.0, 62971.0, 62971.0, 62971.0, 62971.0, 62971.0, 62971.0, 62971.0, 62971.0, 62971.0, 62971.0, 62971.0]",7
71823.0,37,2,knapsack,"[46725.0, 47984.0, 49337.0, 50683.0, 51632.0, 52748.0, 55963.0, 55444.0, 56942.0, 58376.0, 60168.0, 60414.0, 61758.0, 62494.0, 63558.0, 64134.0, 65358.0, 66212.0, 66907.0, 67573.0, 68220.0, 68309.0, 68871.0, 69632.0, 69907.0, 70177.0, 70756.0, 70746.0, 71118.0, 71239.0, 71497.0, 71489.0, 71584.0, 71670.0, 71756.0, 71790.0, 71816.0, 71823.0, 71823.0, 71823.0, 71823.0, 71823.0, 71823.0, 71823.0, 71823.0, 71823.0, 71823.0, 71823.0, 71823.0, 71823.0, 71823.0, 71823.0, 71823.0, 71823.0, 71823.0, 71823.0, 71823.0, 71823.0, 71823.0, 71823.0, 71823.0, 71823.0, 71823.0, 71823.0, 71823.0, 71823.0, 71823.0, 71823.0, 71823.0, 71823.0, 71823.0, 71823.0, 71823.0, 71823.0, 71823.0, 71823.0, 71823.0, 71823.0, 71823.0, 71823.0, 71823.0, 71823.0, 71823.0, 71823.0, 71823.0, 71823.0, 71823.0, 71823.0, 71823.0, 71823.0, 71823.0, 71823.0, 71823.0, 71823.0, 71823.0, 71823.0, 71823.0, 71823.0, 71823.0, 71823.0]",8
70752.0,39,0,knapsack,"[42405.0, 42848.0, 45261.0, 45550.0, 47166.0, 49608.0, 50662.0, 51013.0, 53079.0, 54453.0, 55596.0, 57624.0, 58498.0, 58784.0, 60715.0, 60926.0, 63028.0, 63696.0, 63912.0, 64871.0, 65644.0, 66632.0, 66938.0, 67690.0, 68028.0, 68353.0, 68930.0, 69136.0, 69508.0, 69853.0, 70075.0, 70303.0, 70417.0, 70477.0, 70576.0, 70666.0, 70693.0, 70736.0, 70745.0, 70752.0, 70752.0, 70752.0, 70752.0, 70752.0, 70752.0, 70752.0, 70752.0, 70752.0, 70752.0, 70752.0, 70752.0, 70752.0, 70752.0, 70752.0, 70752.0, 70752.0, 70752.0, 70752.0, 70752.0, 70752.0, 70752.0, 70752.0, 70752.0, 70752.0, 70752.0, 70752.0, 70752.0, 70752.0, 70752.0, 70752.0, 70752.0, 70752.0, 70752.0, 70752.0, 70752.0, 70752.0, 70752.0, 70752.0, 70752.0, 70752.0, 70752.0, 70752.0, 70752.0, 70752.0, 70752.0, 70752.0, 70752.0, 70752.0, 70752.0, 70752.0, 70752.0, 70752.0, 70752.0, 70752.0, 70752.0, 70752.0, 70752.0, 70752.0, 70752.0, 70752.0]",8
7806.0,10,1,knapsack,"[5517.0, 5805.0, 6406.0, 6996.0, 7113.0, 7342.0, 7628.0, 7729.0, 7736.0, 7794.0, 7806.0, 7806.0, 7806.0, 7806.0, 7806.0, 7806.0, 7806.0, 7806.0, 7806.0, 7806.0, 7806.0, 7806.0, 7806.0, 7806.0, 7806.0, 7806.0, 7806.0, 7806.0, 7806.0, 7806.0, 7806.0, 7806.0, 7806.0, 7806.0, 7806.0, 7806.0, 7806.0, 7806.0, 7806.0, 7806.0, 7806.0, 7806.0, 7806.0, 7806.0, 7806.0, 7806.0, 7806.0, 7806.0, 7806.0, 7806.0, 7806.0, 7806.0, 7806.0, 7806.0, 7806.0, 7806.0, 7806.0, 7806.0, 7806.0, 7806.0, 7806.0, 7806.0, 7806.0, 7806.0, 7806.0, 7806.0, 7806.0, 7806.0, 7806.0, 7806.0, 7806.0, 7806.0, 7806.0, 7806.0, 7806.0, 7806.0, 7806.0, 7806.0, 7806.0, 7806.0, 7806.0, 7806.0, 7806.0, 7806.0, 7806.0, 7806.0, 7806.0, 7806.0, 7806.0, 7806.0, 7806.0, 7806.0, 7806.0, 7806.0, 7806.0, 7806.0, 7806.0, 7806.0, 7806.0, 7806.0]",0
7807.0,10,2,knapsack,"[5903.0, 6162.0, 6727.0, 7285.0, 7536.0, 7591.0, 7770.0, 7775.0, 7791.0, 7805.0, 7807.0, 7807.0, 7807.0, 7807.0, 7807.0, 7807.0, 7807.0, 7807.0, 7807.0, 7807.0, 7807.0, 7807.0, 7807.0, 7807.0, 7807.0, 7807.0, 7807.0, 7807.0, 7807.0, 7807.0, 7807.0, 7807.0, 7807.0, 7807.0, 7807.0, 7807.0, 7807.0, 7807.0, 7807.0, 7807.0, 7807.0, 7807.0, 7807.0, 7807.0, 7807.0, 7807.0, 7807.0, 7807.0, 7807.0, 7807.0, 7807.0, 7807.0, 7807.0, 7807.0, 7807.0, 7807.0, 7807.0, 7807.0, 7807.0, 7807.0, 7807.0, 7807.0, 7807.0, 7807.0, 7807.0, 7807.0, 7807.0, 7807.0, 7807.0, 7807.0, 7807.0, 7807.0, 7807.0, 7807.0, 7807.0, 7807.0, 7807.0, 7807.0, 7807.0, 7807.0, 7807.0, 7807.0, 7807.0, 7807.0, 7807.0, 7807.0, 7807.0, 7807.0, 7807.0, 7807.0, 7807.0, 7807.0, 7807.0, 7807.0, 7807.0, 7807.0, 7807.0, 7807.0, 7807.0, 7807.0]",0
7808.0,10,0,knapsack,"[5652.0, 6200.0, 6583.0, 6899.0, 7153.0, 7604.0, 7672.0, 7717.0, 7794.0, 7805.0, 7808.0, 7808.0, 7808.0, 7808.0, 7808.0, 7808.0, 7808.0, 7808.0, 7808.0, 7808.0, 7808.0, 7808.0, 7808.0, 7808.0, 7808.0, 7808.0, 7808.0, 7808.0, 7808.0, 7808.0, 7808.0, 7808.0, 7808.0, 7808.0, 7808.0, 7808.0, 7808.0, 7808.0, 7808.0, 7808.0, 7808.0, 7808.0, 7808.0, 7808.0, 7808.0, 7808.0, 7808.0, 7808.0, 7808.0, 7808.0, 7808.0, 7808.0, 7808.0, 7808.0, 7808.0, 7808.0, 7808.0, 7808.0, 7808.0, 7808.0, 7808.0, 7808.0, 7808.0, 7808.0, 7808.0, 7808.0, 7808.0, 7808.0, 7808.0, 7808.0, 7808.0, 7808.0, 7808.0, 7808.0, 7808.0, 7808.0, 7808.0, 7808.0, 7808.0, 7808.0, 7808.0, 7808.0, 7808.0, 7808.0, 7808.0, 7808.0, 7808.0, 7808.0, 7808.0, 7808.0, 7808.0, 7808.0, 7808.0, 7808.0, 7808.0, 7808.0, 7808.0, 7808.0, 7808.0, 7808.0]",0
15647.0,14,2,knapsack,"[11356.0, 12129.0, 12693.0, 13212.0, 13797.0, 14032.0, 14636.0, 14848.0, 15106.0, 15310.0, 15441.0, 15551.0, 15617.0, 15636.0, 15647.0, 15647.0, 15647.0, 15647.0, 15647.0, 15647.0, 15647.0, 15647.0, 15647.0, 15647.0, 15647.0, 15647.0, 15647.0, 15647.0, 15647.0, 15647.0, 15647.0, 15647.0, 15647.0, 15647.0, 15647.0, 15647.0, 15647.0, 15647.0, 15647.0, 15647.0, 15647.0, 15647.0, 15647.0, 15647.0, 15647.0, 15647.0, 15647.0, 15647.0, 15647.0, 15647.0, 15647.0, 15647.0, 15647.0, 15647.0, 15647.0, 15647.0, 15647.0, 15647.0, 15647.0, 15647.0, 15647.0, 15647.0, 15647.0, 15647.0, 15647.0, 15647.0, 15647.0, 15647.0, 15647.0, 15647.0, 15647.0, 15647.0, 15647.0, 15647.0, 15647.0, 15647.0, 15647.0, 15647.0, 15647.0, 15647.0, 15647.0, 15647.0, 15647.0, 15647.0, 15647.0, 15647.0, 15647.0, 15647.0, 15647.0, 15647.0, 15647.0, 15647.0, 15647.0, 15647.0, 15647.0, 15647.0, 15647.0, 15647.0, 15647.0, 15647.0]",1
15598.0,17,1,knapsack,"[10008.0, 10918.0, 11247.0, 12236.0, 12524.0, 12879.0, 13604.0, 13989.0, 14461.0, 14775.0, 15013.0, 15333.0, 15440.0, 15501.0, 15517.0, 15563.0, 15592.0, 15598.0, 15598.0, 15598.0, 15598.0, 15598.0, 15598.0, 15598.0, 15598.0, 15598.0, 15598.0, 15598.0, 15598.0, 15598.0, 15598.0, 15598.0, 15598.0, 15598.0, 15598.0, 15598.0, 15598.0, 15598.0, 15598.0, 15598.0, 15598.0, 15598.0, 15598.0, 15598.0, 15598.0, 15598.0, 15598.0, 15598.0, 15598.0, 15598.0, 15598.0, 15598.0, 15598.0, 15598.0, 15598.0, 15598.0, 15598.0, 15598.0, 15598.0, 15598.0, 15598.0, 15598.0, 15598.0, 15598.0, 15598.0, 15598.0, 15598.0, 15598.0, 15598.0, 15598.0, 15598.0, 15598.0, 15598.0, 15598.0, 15598.0, 15598.0, 15598.0, 15598.0, 15598.0, 15598.0, 15598.0, 15598.0, 15598.0, 15598.0, 15598.0, 15598.0, 15598.0, 15598.0, 15598.0, 15598.0, 15598.0, 15598.0, 15598.0, 15598.0, 15598.0, 15598.0, 15598.0, 15598.0, 15598.0, 15598.0]",1
15538.0,16,0,knapsack,"[10156.0, 10784.0, 11274.0, 12584.0, 12769.0, 13102.0, 13686.0, 14078.0, 14552.0, 14731.0, 14968.0, 15122.0, 15274.0, 15405.0, 15471.0, 15520.0, 15538.0, 15538.0, 15538.0, 15538.0, 15538.0, 15538.0, 15538.0, 15538.0, 15538.0, 15538.0, 15538.0, 15538.0, 15538.0, 15538.0, 15538.0, 15538.0, 15538.0, 15538.0, 15538.0, 15538.0, 15538.0, 15538.0, 15538.0, 15538.0, 15538.0, 15538.0, 15538.0, 15538.0, 15538.0, 15538.0, 15538.0, 15538.0, 15538.0, 15538.0, 15538.0, 15538.0, 15538.0, 15538.0, 15538.0, 15538.0, 15538.0, 15538.0, 15538.0, 15538.0, 15538.0, 15538.0, 15538.0, 15538.0, 15538.0, 15538.0, 15538.0, 15538.0, 15538.0, 15538.0, 15538.0, 15538.0, 15538.0, 15538.0, 15538.0, 15538.0, 15538.0, 15538.0, 15538.0, 15538.0, 15538.0, 15538.0, 15538.0, 15538.0, 15538.0, 15538.0, 15538.0, 15538.0, 15538.0, 15538.0, 15538.0, 15538.0, 15538.0, 15538.0, 15538.0, 15538.0, 15538.0, 15538.0, 15538.0, 15538.0]",1
24815.0,19,2,knapsack,"[17243.0, 17758.0, 19306.0, 20440.0, 20332.0, 21026.0, 22089.0, 22507.0, 23334.0, 23442.0, 23853.0, 24160.0, 24426.0, 24589.0, 24694.0, 24774.0, 24804.0, 24812.0, 24814.0, 24815.0, 24815.0, 24815.0, 24815.0, 24815.0, 24815.0, 24815.0, 24815.0, 24815.0, 24815.0, 24815.0, 24815.0, 24815.0, 24815.0, 24815.0, 24815.0, 24815.0, 24815.0, 24815.0, 24815.0, 24815.0, 24815.0, 24815.0, 24815.0, 24815.0, 24815.0, 24815.0, 24815.0, 24815.0, 24815.0, 24815.0, 24815.0, 24815.0, 24815.0, 24815.0, 24815.0, 24815.0, 24815.0, 24815.0, 24815.0, 24815.0, 24815.0, 24815.0, 24815.0, 24815.0, 24815.0, 24815.0, 24815.0, 24815.0, 24815.0, 24815.0, 24815.0, 24815.0, 24815.0, 24815.0, 24815.0, 24815.0, 24815.0, 24815.0, 24815.0, 24815.0, 24815.0, 24815.0, 24815.0, 24815.0, 24815.0, 24815.0, 24815.0, 24815.0, 24815.0, 24815.0, 24815.0, 24815.0, 24815.0, 24815.0, 24815.0, 24815.0, 24815.0, 24815.0, 24815.0, 24815.0]",2
24531.0,21,1,knapsack,"[15397.0, 16039.0, 17063.0, 18049.0, 19362.0, 19778.0, 20817.0, 20791.0, 21805.0, 22355.0, 23060.0, 23161.0, 23543.0, 24010.0, 24043.0, 24277.0, 24363.0, 24451.0, 24516.0, 24527.0, 24528.0, 24531.0, 24531.0, 24531.0, 24531.0, 24531.0, 24531.0, 24531.0, 24531.0, 24531.0, 24531.0, 24531.0, 24531.0, 24531.0, 24531.0, 24531.0, 24531.0, 24531.0, 24531.0, 24531.0, 24531.0, 24531.0, 24531.0, 24531.0, 24531.0, 24531.0, 24531.0, 24531.0, 24531.0, 24531.0, 24531.0, 24531.0, 24531.0, 24531.0, 24531.0, 24531.0, 24531.0, 24531.0, 24531.0, 24531.0, 24531.0, 24531.0, 24531.0, 24531.0, 24531.0, 24531.0, 24531.0, 24531.0, 24531.0, 24531.0, 24531.0, 24531.0, 24531.0, 24531.0, 24531.0, 24531.0, 24531.0, 24531.0, 24531.0, 24531.0, 24531.0, 24531.0, 24531.0, 24531.0, 24531.0, 24531.0, 24531.0, 24531.0, 24531.0, 24531.0, 24531.0, 24531.0, 24531.0, 24531.0, 24531.0, 24531.0, 24531.0, 24531.0, 24531.0, 24531.0]",2
24722.0,21,0,knapsack,"[15857.0, 16793.0, 17245.0, 18206.0, 19601.0, 19371.0, 20658.0, 21449.0, 21833.0, 22144.0, 22955.0, 23209.0, 23604.0, 24164.0, 24244.0, 24420.0, 24598.0, 24640.0, 24693.0, 24716.0, 24720.0, 24722.0, 24722.0, 24722.0, 24722.0, 24722.0, 24722.0, 24722.0, 24722.0, 24722.0, 24722.0, 24722.0, 24722.0, 24722.0, 24722.0, 24722.0, 24722.0, 24722.0, 24722.0, 24722.0, 24722.0, 24722.0, 24722.0, 24722.0, 24722.0, 24722.0, 24722.0, 24722.0, 24722.0, 24722.0, 24722.0, 24722.0, 24722.0, 24722.0, 24722.0, 24722.0, 24722.0, 24722.0, 24722.0, 24722.0, 24722.0, 24722.0, 24722.0, 24722.0, 24722.0, 24722.0, 24722.0, 24722.0, 24722.0, 24722.0, 24722.0, 24722.0, 24722.0, 24722.0, 24722.0, 24722.0, 24722.0, 24722.0, 24722.0, 24722.0, 24722.0, 24722.0, 24722.0, 24722.0, 24722.0, 24722.0, 24722.0, 24722.0, 24722.0, 24722.0, 24722.0, 24722.0, 24722.0, 24722.0, 24722.0, 24722.0, 24722.0, 24722.0, 24722.0, 24722.0]",2
32403.0,23,2,knapsack,"[22251.0, 22891.0, 23662.0, 25250.0, 25925.0, 26757.0, 27815.0, 28441.0, 29076.0, 29855.0, 30211.0, 30729.0, 31022.0, 31385.0, 31729.0, 31909.0, 32051.0, 32181.0, 32224.0, 32334.0, 32362.0, 32387.0, 32399.0, 32403.0, 32403.0, 32403.0, 32403.0, 32403.0, 32403.0, 32403.0, 32403.0, 32403.0, 32403.0, 32403.0, 32403.0, 32403.0, 32403.0, 32403.0, 32403.0, 32403.0, 32403.0, 32403.0, 32403.0, 32403.0, 32403.0, 32403.0, 32403.0, 32403.0, 32403.0, 32403.0, 32403.0, 32403.0, 32403.0, 32403.0, 32403.0, 32403.0, 32403.0, 32403.0, 32403.0, 32403.0, 32403.0, 32403.0, 32403.0, 32403.0, 32403.0, 32403.0, 32403.0, 32403.0, 32403.0, 32403.0, 32403.0, 32403.0, 32403.0, 32403.0, 32403.0, 32403.0, 32403.0, 32403.0, 32403.0, 32403.0, 32403.0, 32403.0, 32403.0, 32403.0, 32403.0, 32403.0, 32403.0, 32403.0, 32403.0, 32403.0, 32403.0, 32403.0, 32403.0, 32403.0, 32403.0, 32403.0, 32403.0, 32403.0, 32403.0, 32403.0]",3
32070.0,25,1,knapsack,"[19692.0, 21712.0, 21436.0, 22614.0, 23188.0, 24864.0, 25706.0, 26321.0, 26885.0, 28146.0, 28689.0, 29337.0, 30449.0, 30189.0, 30616.0, 31143.0, 31306.0, 31556.0, 31762.0, 31837.0, 31957.0, 32010.0, 32055.0, 32053.0, 32067.0, 32070.0, 32070.0, 32070.0, 32070.0, 32070.0, 32070.0, 32070.0, 32070.0, 32070.0, 32070.0, 32070.0, 32070.0, 32070.0, 32070.0, 32070.0, 32070.0, 32070.0, 32070.0, 32070.0, 32070.0, 32070.0, 32070.0, 32070.0, 32070.0, 32070.0, 32070.0, 32070.0, 32070.0, 32070.0, 32070.0, 32070.0, 32070.0, 32070.0, 32070.0, 32070.0, 32070.0, 32070.0, 32070.0, 32070.0, 32070.0, 32070.0, 32070.0, 32070.0, 32070.0, 32070.0, 32070.0, 32070.0, 32070.0, 32070.0, 32070.0, 32070.0, 32070.0, 32070.0, 32070.0, 32070.0, 32070.0, 32070.0, 32070.0, 32070.0, 32070.0, 32070.0, 32070.0, 32070.0, 32070.0, 32070.0, 32070.0, 32070.0, 32070.0, 32070.0, 32070.0, 32070.0, 32070.0, 32070.0, 32070.0, 32070.0]",3
32118.0,26,0,knapsack,"[19613.0, 20801.0, 22508.0, 22848.0, 24034.0, 24388.0, 25638.0, 26131.0, 27018.0, 28134.0, 28418.0, 29143.0, 29660.0, 30037.0, 30580.0, 31018.0, 31083.0, 31294.0, 31622.0, 31779.0, 31972.0, 31985.0, 32047.0, 32096.0, 32112.0, 32115.0, 32118.0, 32118.0, 32118.0, 32118.0, 32118.0, 32118.0, 32118.0, 32118.0, 32118.0, 32118.0, 32118.0, 32118.0, 32118.0, 32118.0, 32118.0, 32118.0, 32118.0, 32118.0, 32118.0, 32118.0, 32118.0, 32118.0, 32118.0, 32118.0, 32118.0, 32118.0, 32118.0, 32118.0, 32118.0, 32118.0, 32118.0, 32118.0, 32118.0, 32118.0, 32118.0, 32118.0, 32118.0, 32118.0, 32118.0, 32118.0, 32118.0, 32118.0, 32118.0, 32118.0, 32118.0, 32118.0, 32118.0, 32118.0, 32118.0, 32118.0, 32118.0, 32118.0, 32118.0, 32118.0, 32118.0, 32118.0, 32118.0, 32118.0, 32118.0, 32118.0, 32118.0, 32118.0, 32118.0, 32118.0, 32118.0, 32118.0, 32118.0, 32118.0, 32118.0, 32118.0, 32118.0, 32118.0, 32118.0, 32118.0]",3
39594.0,27,2,knapsack,"[26417.0, 27186.0, 29294.0, 29282.0, 30389.0, 32314.0, 32816.0, 33661.0, 34683.0, 34778.0, 35574.0, 36646.0, 36724.0, 37324.0, 37713.0, 37963.0, 38532.0, 38705.0, 38987.0, 39070.0, 39248.0, 39332.0, 39424.0, 39496.0, 39555.0, 39572.0, 39586.0, 39594.0, 39594.0, 39594.0, 39594.0, 39594.0, 39594.0, 39594.0, 39594.0, 39594.0, 39594.0, 39594.0, 39594.0, 39594.0, 39594.0, 39594.0, 39594.0, 39594.0, 39594.0, 39594.0, 39594.0, 39594.0, 39594.0, 39594.0, 39594.0, 39594.0, 39594.0, 39594.0, 39594.0, 39594.0, 39594.0, 39594.0, 39594.0, 39594.0, 39594.0, 39594.0, 39594.0, 39594.0, 39594.0, 39594.0, 39594.0, 39594.0, 39594.0, 39594.0, 39594.0, 39594.0, 39594.0, 39594.0, 39594.0, 39594.0, 39594.0, 39594.0, 39594.0, 39594.0, 39594.0, 39593.0, 39594.0, 39594.0, 39594.0, 39594.0, 39594.0, 39594.0, 39594.0, 39594.0, 39594.0, 39594.0, 39594.0, 39594.0, 39594.0, 39594.0, 39594.0, 39594.0, 39594.0, 39594.0]",4
39111.0,28,1,knapsack,"[23967.0, 25428.0, 26496.0, 27468.0, 28189.0, 29249.0, 30761.0, 31167.0, 32668.0, 33268.0, 34101.0, 34586.0, 35404.0, 35911.0, 36627.0, 36983.0, 37392.0, 37781.0, 38012.0, 38262.0, 38489.0, 38636.0, 38795.0, 38864.0, 38974.0, 39019.0, 39074.0, 39103.0, 39111.0, 39111.0, 39111.0, 39111.0, 39111.0, 39111.0, 39111.0, 39111.0, 39111.0, 39111.0, 39111.0, 39111.0, 39111.0, 39111.0, 39111.0, 39111.0, 39111.0, 39111.0, 39111.0, 39111.0, 39111.0, 39111.0, 39111.0, 39111.0, 39111.0, 39111.0, 39111.0, 39111.0, 39111.0, 39111.0, 39111.0, 39111.0, 39111.0, 39111.0, 39111.0, 39111.0, 39111.0, 39111.0, 39111.0, 39111.0, 39111.0, 39111.0, 39111.0, 39111.0, 39111.0, 39111.0, 39111.0, 39111.0, 39111.0, 39111.0, 39111.0, 39111.0, 39111.0, 39111.0, 39111.0, 39111.0, 39111.0, 39111.0, 39111.0, 39111.0, 39111.0, 39111.0, 39111.0, 39111.0, 39111.0, 39111.0, 39111.0, 39111.0, 39111.0, 39111.0, 39111.0, 39111.0]",4
38738.0,30,0,knapsack,"[23069.0, 24375.0, 26073.0, 26650.0, 27319.0, 28661.0, 29658.0, 30572.0, 31121.0, 31865.0, 33134.0, 33474.0, 34300.0, 35302.0, 35393.0, 36229.0, 36617.0, 36932.0, 37329.0, 37594.0, 38040.0, 38100.0, 38261.0, 38416.0, 38519.0, 38640.0, 38677.0, 38700.0, 38723.0, 38736.0, 38738.0, 38738.0, 38738.0, 38738.0, 38738.0, 38738.0, 38738.0, 38738.0, 38738.0, 38738.0, 38738.0, 38738.0, 38738.0, 38738.0, 38738.0, 38738.0, 38738.0, 38738.0, 38738.0, 38738.0, 38738.0, 38738.0, 38738.0, 38738.0, 38738.0, 38738.0, 38738.0, 38738.0, 38738.0, 38738.0, 38738.0, 38738.0, 38738.0, 38738.0, 38738.0, 38738.0, 38738.0, 38738.0, 38738.0, 38738.0, 38738.0, 38738.0, 38738.0, 38738.0, 38738.0, 38738.0, 38738.0, 38738.0, 38738.0, 38738.0, 38738.0, 38738.0, 38738.0, 38738.0, 38738.0, 38738.0, 38738.0, 38738.0, 38738.0, 38738.0, 38738.0, 38738.0, 38738.0, 38738.0, 38738.0, 38738.0, 38738.0, 38738.0, 38738.0, 38738.0]",4
